v1x,v1y,v1,ext,extV,rot,v2x,v2y,v2,v2 angle,vdx,vdy
0.830018,74.821625,74.826225,0.8026,-1.438458,0.001577,12.948716,-61.69413,63.038361,-1.363914,12.118698,-136.515755
0.000004,83.691765,83.691765,0.875285,-1.009565,0.000251,11.452715,-41.371605,42.927547,-1.300734,11.452711,-125.06337
3.166772,65.703346,65.779617,0.704518,-1.843795,0.005862,16.194584,-86.340858,87.846504,-1.385385,13.027812,-152.044205
3.166772,65.703346,65.779617,0.704518,-1.843795,0.005862,16.194584,-86.340858,87.846504,-1.385385,13.027812,-152.044205
5.063271,60.853882,61.064159,0.645286,-1.999391,0.010422,19.456751,-105.38884,107.16983,-1.388233,14.39348,-166.242722
-0.81234,41.080513,41.088543,0.782846,-1.252213,0.224708,32.616081,-45.993122,56.384182,-0.953955,33.428421,-87.073635
0.280729,65.200638,65.201241,0.907038,-0.75332,0.025169,7.297884,-23.923573,25.011927,-1.274713,7.017155,-89.12421
0.859134,37.010223,37.020195,0.871069,-0.857768,0.298617,31.051003,-14.525561,34.280556,-0.437555,30.191868,-51.535785
44.073757,-2.903478,44.169292,0.220097,-0.346249,0.01302,64.54776,-245.591156,253.931946,-1.313783,20.474003,-242.687678
45.147312,-3.490902,45.282074,0.222653,-0.288616,0.030176,69.376175,-243.650024,253.334549,-1.2934,24.228863,-240.159122
6.742405,48.14257,48.612415,0.851466,-1.029568,0.054713,19.499212,-31.205946,36.79715,-1.012301,12.756807,-79.348516
50.219582,-8.211855,50.886551,0.179299,-0.179045,0.012217,72.194092,-260.390015,270.212769,-1.300336,21.97451,-252.17816
13.121069,28.665199,31.525482,0.773167,-0.923181,0.457542,60.62394,-27.684235,66.64592,-0.428375,47.502871,-56.349434
4.525198,41.66539,41.910408,0.902955,-0.697974,0.278521,28.503941,-8.171559,29.652134,-0.279194,23.978742,-49.836949
22.174973,29.017151,36.520191,0.834004,-0.827176,0.340334,53.096573,-13.098927,54.688465,-0.24187,30.9216,-42.116078
