v1x,v1y,v1,ext,extV,rot,v2x,v2y,v2,v2 angle,vdx,vdy
-37.094692,-42.961349,56.759968,0.253576,0.195545,-0.013301,-57.779846,-261.468201,267.776245,-1.788283,-20.685154,-218.506851
-33.558346,-18.673355,38.403866,0.087394,-2.165974,-0.009592,-52.007217,-323.79068,327.940796,-1.730056,-18.448872,-305.117325
-33.517464,-6.161554,34.079102,0.041363,-1.756428,-0.013001,-56.528522,-339.987946,344.655304,-1.735555,-23.011059,-333.826392
-18.122744,124.923294,126.230988,0.514882,-3.173325,-0.001948,-33.993637,-193.899078,196.856339,-1.744349,-15.870893,-318.822372
-48.074314,21.688803,52.740345,0.013578,-1.841531,-0.008702,-76.269554,-351.666809,359.842468,-1.784369,-28.19524,-373.355612
-17.117519,117.567444,118.807045,0.50154,-3.12376,-0.021682,-38.384735,-195.024307,198.765854,-1.765133,-21.267216,-312.591751
-36.482681,17.258848,40.359062,0.157674,-1.401145,-0.006686,-57.906376,-299.007904,304.563416,-1.76209,-21.423695,-316.266752
-35.183052,-22.178974,41.590313,0.10822,-0.938145,-0.002069,-54.394291,-315.587006,320.240387,-1.741478,-19.211239,-293.408031
-40.408161,167.714935,172.514114,0.247959,-4.671802,-0.003169,-66.409843,-298.193085,305.498566,-1.789928,-26.001682,-465.90802
-36.19545,4.085075,36.425243,0.037551,-2.548529,-0.003248,-54.763527,-342.208099,346.562317,-1.729481,-18.568077,-346.293175
-42.915642,206.616058,211.02594,0.50088,-3.643703,-0.02738,-76.211342,-222.358658,235.056458,-1.900989,-33.2957,-428.974716
-33.689892,75.071701,82.284683,0.20106,-3.39815,-0.006156,-55.543083,-291.795471,297.034729,-1.758895,-21.853191,-366.867172
-35.81871,71.030075,79.550308,0.1564,-3.386763,-0.003201,-57.903442,-307.738281,313.138397,-1.75678,-22.084732,-378.768356
-35.361656,63.005901,72.250885,0.003453,-4.165363,-0.014659,-57.792496,-354.34314,359.025116,-1.73247,-22.43084,-417.349041
-38.444283,205.363159,208.930588,0.469386,-3.858736,-0.008123,-64.278336,-236.432404,245.014252,-1.836248,-25.834053,-441.795563
-50.680229,243.675262,248.889771,0.652508,-2.810826,-0.071395,-100.730255,-185.254501,210.869186,-2.06882,-50.050026,-428.929764
-32.154964,-37.297222,49.244537,0.140358,-1.285242,-0.004026,-50.016148,-304.323303,308.406036,-1.733692,-17.861183,-267.026081
-35.01981,-2.545029,35.112167,0.064237,-2.782157,-0.01351,-53.810349,-332.471466,336.797913,-1.731254,-18.790539,-329.926437
-49.515957,63.93829,80.869865,0,-3.27894,-0.013394,-74.2472,-362.154602,369.687164,-1.77301,-24.731243,-426.092892
-31.855309,-46.097008,56.032978,0.180081,-0.901055,-0.000482,-49.796879,-289.830505,294.077271,-1.740949,-17.94157,-243.733498
-37.266659,221.193588,224.310959,0.531509,-3.585437,-0.014406,-65.029106,-224.657486,233.879822,-1.852555,-27.762447,-445.851074
-33.981285,-23.280407,41.191078,0.105522,-1.201437,-0.005762,-53.453537,-316.59021,321.071075,-1.73806,-19.472252,-293.309803
-35.896126,-3.859625,36.103027,0.054348,-2.348189,-0.01088,-56.939896,-335.392883,340.191895,-1.738964,-21.04377,-331.533258
-63.11272,25.513294,68.074547,0.000111,-2.397599,-0.000379,-88.631271,-353.501007,364.442688,-1.816457,-25.518551,-379.014301
-42.852715,73.236847,84.85276,0.005132,-3.672959,-0.010507,-72.681549,-363.026825,370.23111,-1.768394,-29.828835,-436.263672
-38.924255,213.680084,217.196396,0.455565,-3.958852,-0.096008,-99.825363,-234.092651,254.488663,-1.973882,-60.901108,-447.772736
-32.540981,-36.390617,48.817951,0.165103,-0.800783,-0.030661,-55.894188,-293.769104,299.039215,-1.758815,-23.353207,-257.378487
-37.421947,160.30484,164.614838,0.109228,-5.185419,-0.029603,-76.534843,-343.90451,352.317871,-1.789775,-39.112896,-504.209351
-44.048862,69.773834,82.514786,0.007634,-3.596779,-0.012566,-74.60524,-361.357544,368.978607,-1.774394,-30.556377,-431.131378
-27.772957,-46.20401,53.908699,0.196911,-0.471013,-0.00989,-47.39146,-283.263977,287.20105,-1.736566,-19.618504,-237.059967
-60.589005,158.226715,169.430573,0.658163,-2.621135,0.31228,38.938892,-161.050323,165.690811,-1.333568,99.527897,-319.277039
-35.147087,30.482138,46.523956,0.019092,-3.428536,-0.009882,-55.816505,-348.710052,353.148956,-1.729516,-20.669418,-379.19219
-38.895618,180.053619,184.206879,0.325057,-4.427216,-0.007979,-65.492218,-274.088715,281.804657,-1.805344,-26.5966,-454.142334
56.399902,-4.184843,56.554947,0.636594,0.10953,0.017394,69.222107,-118.566376,137.294159,-1.042355,12.822205,-114.381533
-27.415112,-52.17498,58.939095,0.200477,-0.647671,-0.007138,-46.766777,-282.34317,286.190155,-1.734944,-19.351665,-230.16819
43.079475,23.928207,49.278801,0.068688,-1.814864,0.02792,73.929367,-330.975342,339.131592,-1.351036,30.849892,-354.903549
56.70118,-4.791648,56.903282,0.560591,0.036306,0.017403,70.792809,-145.999817,162.257721,-1.119315,14.091629,-141.208169
56.510826,-4.41743,56.683216,0.569046,-0.014023,0.001706,68.799088,-143.936829,159.534088,-1.124918,12.288261,-139.519399
-31.429062,-7.89066,32.404449,0.043746,-1.624008,-0.002386,-51.500336,-339.630798,343.513245,-1.721286,-20.071274,-331.740139
64.66291,-24.885315,69.286148,0.378948,0.75293,0.008793,81.788193,-213.294647,228.437988,-1.204637,17.125282,-188.409332
51.537979,-7.515494,52.083069,0.603254,0.511784,0.094032,72.170044,-126.816727,145.914352,-1.053415,20.632065,-119.301232
-37.794304,-33.917179,50.781734,0.156266,-0.611712,-0.011999,-57.832405,-297.389435,302.96051,-1.762866,-20.038101,-263.472256
-39.351727,288.279663,290.953125,0.884075,-1.043322,-0.009372,-63.979866,-151.370911,164.336777,-1.970691,-24.628139,-439.650574
56.872169,-3.720959,56.993763,0.57907,-0.036227,0.005182,69.502571,-140.138992,156.427444,-1.11039,12.630402,-136.418033
66.343002,-22.38673,70.01828,0.177717,0.312591,0.008737,89.837799,-287.227448,300.949219,-1.26766,23.494797,-264.840717
67.680161,-26.386982,72.642113,0.229888,0.59137,0.014745,90.51178,-267.601929,282.494537,-1.244643,22.831619,-241.214947
-31.970612,-3.643793,32.177589,0.027015,-1.741685,-0.014221,-55.78405,-345.261017,349.738525,-1.730983,-23.813438,-341.617224
69.207962,-25.314342,73.692322,0.359324,0.810505,0.052646,93.971329,-217.226624,236.681259,-1.16251,24.763367,-191.912281
49.014683,168.121933,175.12117,0.265148,-4.581635,0.014212,80.707329,-289.867981,300.89386,-1.299246,31.692646,-457.989914
54.194351,70.302216,88.766144,0.095851,-3.486587,0.015135,84.7556,-327.47998,338.270081,-1.317542,30.561249,-397.782196
-59.323994,-4.493113,59.4939,0.074444,-0.609038,-0.020371,-88.639503,-325.066956,336.935425,-1.837005,-29.31551,-320.573843
-34.706825,236.235855,238.771729,0.640733,-2.903454,0.014227,-20.858431,-202.803024,203.872849,-1.673287,13.848394,-439.038879
69.058914,-26.637844,74.018295,0.288874,0.770454,0.047981,95.830704,-243.497925,261.676849,-1.195855,26.77179,-216.860081
-27.079079,-53.898289,60.31834,0.206294,-0.611304,-0.004336,-46.05471,-280.348724,284.106384,-1.733618,-18.975632,-226.450436
38.271358,-43.435089,57.890446,0.424025,1.186767,0.111645,68.156456,-194.046906,205.668442,-1.23302,29.885098,-150.611816
44.43792,-31.361122,54.389786,0.175111,-0.258842,0.015054,65.947098,-289.72583,297.136475,-1.34699,21.509178,-258.364708
57.968285,66.420273,88.158806,0.061994,-3.445697,0.006973,87.51207,-339.587769,350.682495,-1.318583,29.543785,-406.008041
-5.860016,125.290367,125.42733,0.610771,-2.692887,0.216369,60.699535,-154.075531,165.601028,-1.195508,66.559552,-279.365898
33.583557,-48.425255,58.930984,0.455084,1.286267,0.142713,63.79705,-182.380905,193.217117,-1.234299,30.213493,-133.95565
54.856251,157.428192,166.711853,0.173279,-4.864555,0.013239,88.991814,-318.707672,330.898956,-1.298504,34.135563,-476.135864
29.600939,-11.802694,31.867212,0.587348,0.724592,0.044338,45.306519,-137.035599,144.330994,-1.251491,15.70558,-125.232904
-47.953751,165.264725,172.08136,0.240351,-4.710513,0.058263,-18.025942,-304.417084,304.950317,-1.629942,29.927809,-469.681808
48.183907,-24.290268,53.960228,0.08982,-1.396655,0.001563,68.208328,-321.939453,329.085663,-1.362017,20.024422,-297.649185
-20.451586,154.804901,156.150009,0.434852,-3.723301,0.152616,42.634079,-227.624908,231.58316,-1.385642,63.085665,-382.42981
51.543022,46.358749,69.323997,0.045866,-2.804186,0.01014,80.610748,-343.014099,352.358856,-1.339978,29.067726,-389.372849
55.958714,4.716935,56.157166,0.040964,-1.083555,0.01388,84.46785,-338.059601,348.452454,-1.325949,28.509136,-342.776536
62.832008,-17.864088,65.322174,0.216272,0.273118,0.038385,90.735474,-271.192505,285.969055,-1.247925,27.903465,-253.328417
51.606544,28.329615,58.871067,0.007239,-2.15046,0.014098,82.529495,-354.281738,363.767334,-1.341929,30.922951,-382.611353
28.642376,-49.555023,57.237106,0.416571,1.108419,0.097673,54.805706,-199.017914,206.426239,-1.302076,26.16333,-149.462891
57.598679,205.571518,213.488312,0.454216,-3.961113,0.045827,101.059242,-234.505463,255.354233,-1.1639,43.460564,-440.076981
57.154675,206.637222,214.395889,0.588632,-3.158208,-0.117209,9.780178,-203.749908,203.984497,-1.522832,-47.374496,-410.387131
33.738594,76.181519,83.318161,0.055724,-3.660779,0.011294,60.641068,-345.58078,350.860962,-1.397089,26.902473,-421.762299
25.660301,-18.381493,31.564701,0.172894,0.377356,0.018322,46.29446,-291.28064,294.936584,-1.41318,20.634159,-272.899147
45.055996,131.786102,139.27533,0.000009,-5.027503,0.011797,72.97821,-374.0495,381.102142,-1.378114,27.922215,-505.835602
44.782616,59.49781,74.467926,0.097693,-3.137936,0.012309,72.268494,-326.387085,334.292175,-1.352892,27.485878,-385.884895
54.151314,237.749695,243.838638,0.682094,-2.575409,0.025137,86.613815,-176.691223,196.778412,-1.11502,32.462502,-414.440918
61.016155,158.324661,169.675186,0.671166,-2.525044,-0.290803,-31.119793,-157.523422,160.567963,-1.765841,-92.135948,-315.848083
55.772106,204.420685,211.892288,0.434194,-4.098365,0.019386,89.304939,-245.469696,261.210144,-1.22187,33.532833,-449.890381
39.255466,-45.283539,59.929882,0.26613,0.317007,0.018851,61.695625,-256.462036,263.778564,-1.334718,22.440159,-211.178497
5.994323,178.05719,178.158066,0.93019,-0.628287,-0.122478,-34.698109,-89.840607,96.308319,-1.939366,-40.692432,-267.897797
16.217569,-9.073708,18.583372,0.765164,0.618783,-0.063928,-17.94087,-73.793869,75.943466,-1.809291,-34.15844,-64.720161
54.991219,115.26403,127.709946,0.674211,-2.371825,-0.357365,-36.341743,-139.175919,143.842484,-1.826214,-91.332962,-254.439949
41.126652,240.260635,243.755157,0.639904,-2.910566,0.030576,75.216118,-197.429169,211.271729,-1.206795,34.089466,-437.689804
31.173065,-7.118673,31.975546,0.04142,-1.656655,0.002015,51.15905,-340.514374,344.335999,-1.421671,19.985985,-333.3957
-37.069077,11.798018,38.901283,0.304729,-0.965419,-0.020156,-58.067131,-243.229248,250.064514,-1.805144,-20.998055,-255.027266
-39.230576,26.687408,47.447399,0.098079,-1.903415,-0.009412,-63.539196,-321.970917,328.180603,-1.765637,-24.30862,-348.658325
-0.941136,43.899235,43.909321,0.766489,-1.344425,-0.157273,-28.156559,-80.454147,85.238853,-1.907445,-27.215423,-124.353382
45.588638,258.490326,262.479645,0.602313,-3.210594,0.178931,140.016907,-191.674973,237.368973,-0.939898,94.428268,-450.165298
50.089001,247.154602,252.179108,0.777954,-1.895224,-0.080987,15.217803,-167.291,167.981735,-1.48008,-34.871198,-414.445602
43.785278,-43.229668,61.530113,0.175092,-0.406215,0.017107,66.186996,-290.044434,297.500397,-1.346442,22.401718,-246.814766
38.039417,0.089288,38.039524,0.042551,-2.46974,0.007293,57.578133,-340.165222,345.003784,-1.40312,19.538715,-340.25451
-10.97438,38.391792,39.929523,0.585488,-1.685415,-0.009081,-24.343241,-145.175125,147.201935,-1.736933,-13.368861,-183.566917
-46.13522,10.546517,47.325336,0.112068,-1.203229,-0.004903,-69.470108,-314.210571,321.798645,-1.78839,-23.334888,-324.757089
52.283672,49.694908,72.132973,0.004071,-3.009209,0.0016,80.269943,-359.495789,368.348328,-1.351115,27.986271,-409.190697
-38.99041,84.160301,92.753487,0.021361,-3.962437,-0.006871,-66.611267,-359.337524,365.45932,-1.754088,-27.620857,-443.497826
6.36661,125.598305,125.759567,0.832883,-1.35515,-0.044719,-16.203911,-93.111458,94.510895,-1.743098,-22.570521,-218.709763
98.991577,153.879639,182.970688,0.829812,-1.451884,-0.37976,-10.758099,-124.045776,124.511406,-1.657307,-109.749676,-277.925415
-42.839661,139.555679,145.982956,0.055967,-5.001237,-0.005866,-71.236847,-354.775208,361.856506,-1.768956,-28.397186,-494.330887
35.219116,193.167404,196.351807,0.422484,-4.005214,0.008585,61.063194,-245.533463,253.012634,-1.327045,25.844078,-438.700867
-50.983894,-6.679868,51.419628,0.126078,-0.334728,-0.012399,-75.218544,-307.159027,316.234863,-1.810955,-24.23465,-300.479159
38.447243,-11.860549,40.235096,0.051247,-1.144519,0.013235,62.73188,-335.938721,341.745667,-1.386186,24.284637,-324.078172
-29.118649,14.591376,32.569984,0.291231,-1.089068,-0.010025,-47.626503,-249.6427,254.145157,-1.75931,-18.507854,-264.234076
39.234287,193.49791,197.435486,0.375908,-4.299704,0.032613,75.885544,-259.674652,270.535645,-1.28648,36.651257,-453.172562
-34.008495,19.9562,39.431301,0.221485,-1.451381,-0.002303,-52.752716,-276.20108,281.193695,-1.759517,-18.744221,-296.15728
-42.940403,53.15181,68.330032,0.006413,-3.803642,-0.000057,-61.677872,-352.704041,358.056274,-1.743917,-18.737469,-405.85585
51.772575,231.792892,237.50441,0.514665,-3.711585,0.146596,134.268311,-211.805435,250.777832,-1.005806,82.495735,-443.598328
39.25013,25.248566,46.66972,0.002253,-2.906103,0.003632,60.733486,-354.323669,359.491058,-1.401039,21.483356,-379.572235
-44.003746,204.12825,208.817322,0.354637,-4.442448,-0.171951,-137.182251,-249.436707,284.671112,-2.073615,-93.178505,-453.564957
-40.000233,-30.168797,50.101646,0.128201,-1.401277,-0.014122,-60.838921,-307.668579,313.626099,-1.76602,-20.838688,-277.499783
-33.644043,86.85762,93.14595,0.033835,-3.970061,-0.013597,-62.317989,-355.199005,360.624268,-1.744474,-28.673946,-442.056625
-46.857262,202.001907,207.365311,0.3379,-4.545476,-0.155173,-134.865479,-257.406555,290.597351,-2.053412,-88.008217,-459.408463
49.045464,186.914139,193.241699,0.699311,-2.429148,-0.245779,-38.430538,-163.062744,167.530197,-1.802252,-87.476002,-349.976883
40.657932,217.298874,221.069824,0.540621,-3.51669,-0.026411,22.981047,-224.079681,225.255035,-1.468596,-17.676886,-441.378555
-28.805981,-43.514797,52.185459,0.18484,-0.603304,-0.004256,-47.096104,-287.851318,291.678619,-1.732972,-18.290123,-244.336521
100.18486,184.447006,209.899261,0.921638,-0.705249,-0.372883,-11.599232,-107.972137,108.593391,-1.677814,-111.784092,-292.419144
-43.155369,292.327545,295.495819,0.863984,-1.224143,-0.028418,-76.358864,-166.1026,182.813431,-2.001695,-33.203495,-458.430145
-56.2118,-38.81739,68.312195,0.279474,0.60148,-0.005821,-74.802223,-251.089645,261.994995,-1.860335,-18.590424,-212.272255
-42.953526,25.562912,49.984676,0.05416,-1.9267,-0.011652,-69.888603,-337.555664,344.714722,-1.774955,-26.935078,-363.118576
-72.06778,130.650909,149.209335,0.348433,-4.05455,0.438918,73.842163,-249.904984,260.586182,-1.283491,145.909943,-380.555893
40.70945,245.41983,248.7733,0.640577,-2.905993,0.068845,89.570984,-193.886169,213.576233,-1.138027,48.861534,-439.306
-39.905067,8.394625,40.778477,0.251961,-0.856475,-0.025288,-63.426712,-261.721619,269.297516,-1.808557,-23.521645,-270.116243
16.933302,195.777664,196.508606,0.909092,-0.818172,-0.22379,-50.648273,-105.128967,116.69339,-2.019756,-67.581575,-300.906631
-34.739563,-29.041927,45.279915,0.125306,-1.422375,-0.00776,-53.616611,-309.311188,313.923798,-1.742433,-18.877048,-280.26926
-41.24474,214.715408,218.640884,0.419949,-4.202117,-0.127504,-116.675774,-242.401733,269.020142,-2.019398,-75.431034,-457.117142
-58.973656,8.98287,59.65387,0.009966,-1.350614,-0.017006,-90.592873,-349.409119,360.962341,-1.824485,-31.619217,-358.391989
-27.902176,-41.237286,49.790012,0.193098,-0.449459,-0.006073,-46.233479,-284.649414,288.379639,-1.731813,-18.331303,-243.412128
