v1x,v1y,tick,p2x,p2y
0,-693.005554,262,0,-955.780884
0,-727.284302,274,0,-1043.713745
0,-846.624573,311,0,-1373.805786
0,-946.141663,342,0,-1675.768188
0,-946.582458,342,0,-1677.161377
0,-969.864502,349,0,-1751.152344
0,-32.441505,15,0,-2.337758
0,-85.355377,37,0,-16.802486
0,-102.293747,44,0,-24.118565
0,-122.548355,53,0,-34.514538
0,-183.00972,77,0,-76.070938
0,-258.352386,107,0,-148.770615
0,-270.251282,112,0,-162.276947
0,-288.593567,119,0,-184.166611
0,-291.239258,120,0,-187.428619
0,-452.044159,180,0,-432.674408
0,-614.663574,236,0,-766.916687
0,-620.853699,238,0,-781.208923
0,-675.843933,257,0,-912.931335
0,-701.552063,265,0,-977.409729
0,-756.239258,283,0,-1120.451294
0,-756.135681,283,0,-1120.171631
0,-773.707153,289,0,-1167.783447
0,-797.055969,296,0,-1232.305054
0,-924.421448,335,0,-1607.888794
0,-969.427612,349,0,-1749.749756
0,-61.449512,27,0,-8.675653
0,-137.497589,59,0,-43.347248
0,-232.729111,97,0,-121.521889
0,-337.461182,138,0,-248.566345
0,-352.196716,143,0,-269.705627
0,-504.367035,198,0,-531.296631
0,-543.937317,212,0,-611.597107
0,-598.793579,231,0,-730.774109
0,-616.706909,237,0,-771.615784
0,-623.578552,239,0,-787.534729
0,-648.043945,248,0,-845.262268
0,-691.581543,262,0,-952.186951
0,-694.829773,263,0,-960.374329
0,-697.566467,264,0,-967.290283
0,-743.469849,279,0,-1086.339111
0,-777.972534,290,0,-1179.47522
0,-776.855225,290,0,-1176.399048
0,-872.226074,319,0,-1449.243652
0,-878.321472,321,0,-1467.435303
0,-981.981445,353,0,-1790.129761
0,-22.123659,10,0,-1.055866
0,-157.312454,67,0,-56.52367
0,-194.778305,82,0,-85.923927
0,-199.254013,84,0,-89.816116
0,-226.91011,95,0,-115.684608
0,-241.038376,100,0,-130.082306
0,-275.328339,114,0,-168.207138
0,-409.667419,164,0,-359.377319
0,-583.229614,226,0,-696.042175
0,-612.933838,236,0,-762.928894
0,-628.752319,241,0,-799.598999
0,-655.918396,250,0,-864.22522
0,-673.170837,256,0,-906.335266
0,-679.637146,258,0,-922.335632
0,-699.453491,265,0,-972.060425
0,-774.415771,289,0,-1169.729004
0,-841.754944,310,0,-1359.626343
0,-852.174194,313,0,-1390.019165
0,-855.53186,314,0,-1399.869141
0,-970.600342,349,0,-1753.514893
0,-9.000244,4,0,-0.146096
0,-12.832931,6,0,-0.32171
0,-68.064163,30,0,-10.65839
0,-118.680153,51,0,-32.39859
0,-118.754066,51,0,-32.439281
0,-204.856339,86,0,-94.814301
0,-227.709732,95,0,-116.485222
0,-270.437103,112,0,-162.494278
0,-278.504761,115,0,-171.973389
0,-299.972504,123,0,-198.387344
0,-312.059998,128,0,-214.003204
0,-339.323273,138,0,-251.211807
0,-399.227112,161,0,-342.219696
0,-488.266571,193,0,-500.004303
0,-742.496399,279,0,-1083.74646
0,-764.339783,286,0,-1142.295044
0,-843.088806,310,0,-1363.510254
0,-877.969482,321,0,-1466.380127
0,-914.596436,332,0,-1577.539062
0,-5.501291,3,0,-0.03123
0,-23.870893,11,0,-1.233976
0,-96.365501,42,0,-21.401928
0,-107.171768,46,0,-26.461767
0,-121.957352,52,0,-34.20253
0,-172.937439,73,0,-68.084557
0,-185.503418,78,0,-78.112549
0,-269.030487,111,0,-160.87674
0,-325.017395,133,0,-231.345352
0,-329.748962,135,0,-237.824615
0,-346.306122,141,0,-261.163208
0,-349.661102,142,0,-266.016785
0,-461.688843,183,0,-450.200165
0,-487.842682,193,0,-499.186798
0,-616.706116,237,0,-771.614014
0,-629.824036,241,0,-802.115906
0,-746.615112,280,0,-1094.700928
0,-828.337463,306,0,-1320.880005
0,-833.226257,307,0,-1334.958984
0,-936.657959,339,0,-1645.998535
0,-15.666242,7,0,-0.506013
0,-83.452499,36,0,-16.064547
0,-104.773819,45,0,-25.29707
0,-154.067734,66,0,-54.243153
0,-289.063263,119,0,-184.748062
0,-340.213531,139,0,-252.454407
0,-423.061493,169,0,-381.899689
0,-484.619873,191,0,-493.052216
0,-492.709595,194,0,-508.568085
0,-494.742615,195,0,-512.494507
0,-503.305267,198,0,-529.201538
0,-647.891724,248,0,-844.89563
0,-652.425415,249,0,-855.796326
0,-771.558533,288,0,-1161.92749
0,-801.687195,297,0,-1245.274292
0,-806.585083,299,0,-1259.029175
0,-909.517395,331,0,-1561.92395
0,-941.9729,341,0,-1662.648438
0,-968.819519,349,0,-1747.795776
0,-990.693298,355,0,-1818.382324
0,-17.063848,8,0,-0.600469
0,-87.561768,38,0,-17.681108
0,-222.004654,93,0,-110.875061
0,-352.134491,143,0,-269.614349
0,-390.522217,157,0,-328.23761
0,-518.882141,203,0,-560.191833
0,-572.758545,222,0,-673.09436
0,-584.890015,226,0,-699.726318
0,-589.091309,228,0,-709.03595
0,-591.256714,228,0,-713.87915
0,-606.570007,234,0,-748.378723
0,-612.87677,236,0,-762.797363
0,-620.715515,238,0,-780.888611
0,-631.29657,242,0,-805.559753
0,-683.642151,259,0,-932.308228
0,-713.972717,269,0,-1009.201294
0,-718.638428,271,0,-1021.238831
0,-785.363892,292,0,-1199.834595
0,-854.774536,314,0,-1397.639648
0,-950.803711,343,0,-1690.492554
0,-12.717656,6,0,-0.314054
0,-95.645134,42,0,-21.07366
0,-145.481644,62,0,-48.461536
0,-147.762283,63,0,-49.968853
0,-176.485886,75,0,-70.836639
0,-266.388519,110,0,-157.841049
0,-314.107208,129,0,-216.696182
0,-381.236664,154,0,-313.578278
0,-397.694153,160,0,-339.748169
0,-421.397522,169,0,-379.052399
0,-445.720093,177,0,-421.372314
0,-466.868164,185,0,-459.726959
0,-473.328827,187,0,-471.742035
0,-522.291748,205,0,-567.05481
0,-581.390869,225,0,-691.997742
0,-608.065247,234,0,-751.799744
0,-628.468872,241,0,-798.93396
0,-767.593201,287,0,-1151.124512
0,-832.909973,307,0,-1334.0448
0,-960.370728,346,0,-1720.835449
0,-135.760132,58,0,-42.278812
0,-155.589233,66,0,-55.318398
0,-174.587601,74,0,-69.357239
0,-216.855774,91,0,-105.927032
0,-232.799957,97,0,-121.594185
0,-234.880005,98,0,-123.707352
0,-246.418579,103,0,-135.74469
0,-276.621918,114,0,-169.745178
0,-338.501373,138,0,-250.044327
0,-459.983063,183,0,-447.063629
0,-572.684021,222,0,-672.932068
0,-656.240723,250,0,-865.007263
0,-659.616272,251,0,-873.18689
0,-721.179321,272,0,-1027.819702
0,-737.708923,277,0,-1071.094238
0,-833.469055,307,0,-1335.657715
0,-880.186584,322,0,-1473.01062
0,-882.945557,323,0,-1481.283447
0,-959.011108,346,0,-1716.501465
0,-964.663269,347,0,-1734.525391
0,-49.651489,22,0,-5.629585
0,-78.178307,34,0,-14.090499
0,-151.260162,65,0,-52.308796
0,-196.083069,83,0,-87.038467
0,-223.089233,93,0,-111.939285
0,-223.676376,94,0,-112.493874
0,-238.529129,100,0,-127.445099
0,-290.571014,120,0,-186.594894
0,-404.291962,162,0,-350.508484
0,-483.589661,191,0,-491.083801
0,-512.113037,201,0,-546.629089
0,-555.105652,216,0,-635.127686
0,-593.228821,229,0,-718.280457
0,-704.206299,266,0,-984.166382
0,-787.349243,293,0,-1205.316772
0,-849.149841,312,0,-1381.171753
0,-859.65863,316,0,-1411.989746
0,-875.183044,320,0,-1458.058228
0,-954.053162,344,0,-1700.775635
0,-980.113403,352,0,-1784.112793
0,-186.029434,79,0,-78.526962
0,-276.091919,114,0,-169.11496
0,-278.115906,115,0,-171.507233
0,-292.953552,121,0,-189.545624
0,-360.012451,146,0,-281.221527
0,-383.560699,155,0,-317.212738
0,-398.33728,160,0,-340.795074
0,-450.139954,179,0,-429.261047
0,-480.379639,190,0,-484.990692
0,-583.96759,226,0,-697.680115
0,-609.892395,235,0,-755.961609
0,-617.725159,237,0,-773.971863
0,-719.325989,271,0,-1023.025024
0,-741.84668,278,0,-1082.044434
0,-743.409119,279,0,-1086.177246
0,-749.024292,281,0,-1101.116333
0,-787.346191,293,0,-1205.307007
0,-807.478943,299,0,-1261.554688
0,-899.362,328,0,-1530.905884
0,-945.1026,342,0,-1672.487061
0,-53.557781,24,0,-6.557084
0,-68.378258,30,0,-10.761303
0,-71.355965,31,0,-11.73131
0,-126.247215,54,0,-36.622467
0,-194.533722,82,0,-85.711136
0,-205.158142,86,0,-95.089241
0,-209.749954,88,0,-99.277695
0,-296.339966,122,0,-193.789276
0,-396.227966,159,0,-337.388489
0,-466.311005,185,0,-458.692688
0,-518.446411,203,0,-559.312744
0,-547.628601,213,0,-619.338379
0,-633.968872,243,0,-811.840759
0,-646.65271,247,0,-841.948486
0,-693.896362,263,0,-958.010315
0,-725.147461,273,0,-1038.148315
0,-914.87207,332,0,-1578.388306
0,-918.361145,333,0,-1589.143555
0,-919.03772,334,0,-1591.215088
0,-962.478821,347,0,-1727.541992
0,-15.222924,7,0,-0.471685
0,-141.909592,61,0,-46.130348
0,-153.14003,65,0,-53.617836
0,-186.107285,79,0,-78.592377
0,-190.561783,80,0,-82.332405
0,-289.173767,119,0,-184.884827
0,-302.939911,124,0,-202.175171
0,-344.401917,140,0,-258.43692
0,-371.93335,150,0,-299.211151
0,-485.693237,192,0,-495.084717
0,-502.092804,198,0,-526.808411
0,-568.990417,221,0,-664.905334
0,-587.190491,227,0,-704.822144
0,-704.999512,266,0,-986.194214
0,-714.950867,270,0,-1011.704468
0,-751.660217,281,0,-1108.182007
0,-793.871887,295,0,-1223.425659
0,-864.900208,317,0,-1427.491211
0,-887.822571,324,0,-1495.971069
0,-921.756531,334,0,-1599.638672
