v1x,v1y,tick,p2x,p2y
0,-652.810181,249,0,-856.725403
0,-764.480286,286,0,-1142.677368
0,-825.341492,305,0,-1312.293823
0,-931.480347,337,0,-1629.837036
0,-954.14917,344,0,-1701.080688
0,-98.307442,43,0,-22.264887
0,-109.056374,47,0,-27.39072
0,-172.425476,73,0,-67.685928
0,-252.858795,105,0,-142.711166
0,-347.890594,141,0,-263.459656
0,-369.371613,150,0,-295.280701
0,-381.936554,154,0,-314.678406
0,-383.493378,155,0,-317.106354
0,-449.028412,179,0,-427.257874
0,-518.771545,203,0,-559.968872
0,-534.050415,209,0,-591.06897
0,-578.692871,224,0,-686.067627
0,-756.811401,283,0,-1121.993042
0,-774.566589,289,0,-1170.142578
0,-825.397522,305,0,-1312.454712
0,-825.411499,305,0,-1312.494629
0,-865.199341,317,0,-1428.376709
0,-865.330627,317,0,-1428.765747
0,-909.990601,331,0,-1563.378784
0,-995.296387,356,0,-1833.376587
0,-17.521786,8,0,-0.640972
0,-80.519913,35,0,-14.94936
0,-86.710762,38,0,-17.329475
0,-215.043961,90,0,-104.217819
0,-217.050446,91,0,-106.114143
0,-441.980011,176,0,-414.733612
0,-444.036652,177,0,-418.368103
0,-491.512054,194,0,-506.247467
0,-494.405853,195,0,-511.839355
0,-498.617584,196,0,-520.03418
0,-503.208923,198,0,-529.011292
0,-577.996399,224,0,-684.533508
0,-614.522766,236,0,-766.591797
0,-637.82605,244,0,-820.953125
0,-713.470093,269,0,-1007.904114
0,-738.094727,277,0,-1072.115723
0,-803.532959,298,0,-1250.446045
0,-883.186462,323,0,-1482.009277
0,-900.93042,328,0,-1535.692993
0,-962.435425,347,0,-1727.404541
0,-27.81403,13,0,-1.693591
0,-97.091637,42,0,-21.732811
0,-150.266129,64,0,-51.651268
0,-374.668793,151,0,-303.407898
0,-399.431458,161,0,-342.553802
0,-413.786011,166,0,-366.228149
0,-428.740875,171,0,-391.633514
0,-434.278809,173,0,-401.227417
0,-440.05954,175,0,-411.35202
0,-492.399841,194,0,-507.968292
0,-498.804047,196,0,-520.399048
0,-505.896332,199,0,-534.299805
0,-527.529419,206,0,-577.717224
0,-577.482483,224,0,-683.401978
0,-666.466248,254,0,-889.862854
0,-716.747559,270,0,-1016.3573
0,-742.740967,279,0,-1084.397583
0,-811.346375,300,0,-1272.479126
0,-868.254456,318,0,-1437.435303
0,-931.85791,338,0,-1630.991821
0,-144.876251,62,0,-48.058758
0,-191.797089,81,0,-83.36853
0,-198.449188,84,0,-89.09935
0,-221.896439,93,0,-110.768959
0,-250.772995,104,0,-140.445877
0,-340.187683,139,0,-252.417343
0,-414.252777,166,0,-367.01416
0,-487.204254,192,0,-497.98584
0,-510.503296,201,0,-543.40863
0,-538.18927,210,0,-599.63269
0,-590.640564,228,0,-712.500854
0,-635.762329,243,0,-816.081909
0,-646.197449,247,0,-840.856567
0,-655.067444,250,0,-862.163208
0,-667.019531,254,0,-891.223267
0,-710.11499,268,0,-999.277954
0,-711.721619,269,0,-1003.388916
0,-711.536804,269,0,-1002.911621
0,-847.084534,312,0,-1375.124512
0,-990.829834,355,0,-1818.827881
0,-151.104553,64,0,-52.226463
0,-254.960953,106,0,-145.010635
0,-278.5177,115,0,-171.988907
0,-380.647125,154,0,-312.651337
0,-406.862488,163,0,-354.736481
0,-431.934326,172,0,-397.155731
0,-557.34906,217,0,-639.894714
0,-558.709961,217,0,-642.808716
0,-569.316162,221,0,-665.613892
0,-639.091675,245,0,-823.934143
0,-649.093872,248,0,-847.788147
0,-649.948486,248,0,-849.845947
0,-687.817749,261,0,-942.731873
0,-687.974792,261,0,-943.125549
0,-692.892578,262,0,-955.496399
0,-757.788879,283,0,-1124.62854
0,-823.52533,304,0,-1307.108398
0,-828.15863,306,0,-1320.364868
0,-837.306519,309,0,-1346.721802
0,-918.125061,333,0,-1588.414795
0,-64.773788,28,0,-9.65711
0,-140.968262,60,0,-45.543682
0,-152.447083,65,0,-53.135326
0,-159.228806,68,0,-57.879589
0,-184.697769,78,0,-77.444099
0,-217.805359,91,0,-106.839722
0,-229.024017,96,0,-117.782356
0,-274.596924,114,0,-167.337387
0,-293.825562,121,0,-190.641998
0,-346.116455,141,0,-260.888336
0,-433.939087,173,0,-400.633728
0,-470.42627,186,0,-466.329407
0,-500.009064,197,0,-522.738831
0,-588.181458,227,0,-707.029419
0,-737.736206,277,0,-1071.165405
0,-755.678345,283,0,-1118.938232
0,-837.762756,309,0,-1348.046387
0,-872.744629,320,0,-1450.7677
0,-901.401978,328,0,-1537.131836
0,-921.516418,334,0,-1598.894897
0,-39.898472,18,0,-3.595343
0,-47.52882,21,0,-5.152292
0,-70.263084,31,0,-11.361493
0,-256.50592,107,0,-146.701996
0,-285.735474,118,0,-180.669983
0,-296.949371,122,0,-194.561417
0,-374.85495,152,0,-303.671051
0,-387.886108,156,0,-324.048798
0,-423.485962,169,0,-382.626007
0,-483.401031,191,0,-490.723145
0,-494.740692,195,0,-512.490723
0,-504.91391,199,0,-532.352234
0,-535.210083,209,0,-593.470642
0,-564.844849,219,0,-655.965027
0,-609.156555,235,0,-754.270874
0,-632.609924,242,0,-808.655151
0,-729.227966,274,0,-1048.811646
0,-734.740051,276,0,-1063.27063
0,-736.582947,277,0,-1068.113037
0,-780.791565,291,0,-1187.218506
0,-13.493055,6,0,-0.365547
0,-120.389153,52,0,-33.322639
0,-120.746353,52,0,-33.52306
0,-199.620392,84,0,-90.142372
0,-388.432465,157,0,-324.894226
0,-545.10907,213,0,-614.031616
0,-622.924683,239,0,-786.010437
0,-630.67157,242,0,-804.08728
0,-652.48584,249,0,-855.942871
0,-662.132324,252,0,-879.301025
0,-665.892944,254,0,-888.454529
0,-709.77417,268,0,-998.400818
0,-724.485168,273,0,-1036.416138
0,-786.865845,293,0,-1203.974121
0,-830.577271,306,0,-1327.332275
0,-951.262634,343,0,-1691.947144
0,-968.40564,349,0,-1746.466797
0,-971.852722,350,0,-1757.51416
0,-974.459961,350,0,-1765.909302
0,-997.911194,357,0,-1841.906738
0,-65.313454,29,0,-9.802362
0,-68.529633,30,0,-10.810903
0,-89.453545,39,0,-18.448071
0,-115.96479,50,0,-30.94158
0,-135.12999,58,0,-41.885769
0,-204.045868,86,0,-94.076164
0,-227.23349,95,0,-116.008408
0,-229.487167,96,0,-118.250732
0,-339.935211,139,0,-252.056259
0,-372.124725,151,0,-299.480469
0,-398.759399,160,0,-341.482147
0,-401.631012,161,0,-346.154785
0,-418.984009,168,0,-374.96637
0,-554.118225,216,0,-633.021973
0,-611.095154,235,0,-758.724731
0,-630.784729,242,0,-804.354004
0,-665.093933,253,0,-886.522583
0,-753.805542,282,0,-1113.922729
0,-860.81366,316,0,-1415.407593
0,-994.14447,356,0,-1829.613403
0,-144.579102,62,0,-47.861015
0,-167.836868,71,0,-64.199875
0,-212.192291,89,0,-101.541183
0,-217.492126,91,0,-106.538597
0,-253.056702,105,0,-142.928986
0,-289.626099,119,0,-185.444672
0,-320.760254,131,0,-225.588318
0,-413.513214,166,0,-365.768738
0,-456.444092,181,0,-440.641144
0,-496.312683,196,0,-515.52655
0,-517.65155,203,0,-557.708496
0,-598.065247,231,0,-729.126831
0,-656.900269,251,0,-866.580627
0,-677.104614,257,0,-916.060608
0,-677.821167,257,0,-917.839294
0,-730.69342,275,0,-1052.635254
0,-767.491577,287,0,-1150.846436
0,-857.84259,315,0,-1406.655762
0,-859.836975,316,0,-1412.517578
0,-942.835022,341,0,-1665.365845
0,-36.649399,16,0,-3.031327
0,-52.486549,23,0,-6.307236
0,-73.780464,32,0,-12.546784
0,-110.320267,48,0,-28.011917
0,-224.820282,94,0,-113.627785
0,-242.457428,101,0,-131.562302
0,-263.00824,109,0,-153.990311
0,-270.487488,112,0,-162.553284
0,-285.839691,118,0,-180.797989
0,-409.278412,164,0,-358.729462
0,-474.195496,188,0,-473.345886
0,-523.059937,205,0,-568.618713
0,-544.038025,212,0,-611.807983
0,-586.685669,227,0,-703.696594
0,-607.700256,234,0,-750.964294
0,-766.367065,286,0,-1147.812256
0,-840.182129,309,0,-1355.071411
0,-901.544556,328,0,-1537.566406
0,-906.485291,330,0,-1552.640503
0,-983.486694,353,0,-1795.011597
0,-12.798329,6,0,-0.319412
0,-102.712402,44,0,-24.318216
0,-107.252151,46,0,-26.501806
0,-161.941437,69,0,-59.837059
0,-249.317505,104,0,-138.858429
0,-290.173492,120,0,-186.099045
0,-332.236603,136,0,-241.264832
0,-349.427734,142,0,-265.6763
0,-378.824707,153,0,-309.824371
0,-384.73288,155,0,-319.06604
0,-434.457916,173,0,-401.540527
0,-454.553864,181,0,-437.199463
0,-486.987061,192,0,-497.569061
0,-504.773346,199,0,-532.073547
0,-556.38031,216,0,-637.84613
0,-617.432617,237,0,-773.294739
0,-738.537964,277,0,-1073.289307
0,-751.518738,281,0,-1107.802612
0,-892.988342,326,0,-1511.564575
0,-989.088257,355,0,-1813.156128
0,-7.476755,4,0,-0.078573
0,-39.853802,18,0,-3.586502
0,-88.355316,38,0,-18.009007
0,-91.795578,40,0,-19.425577
0,-169.287659,72,0,-65.283875
0,-221.066437,93,0,-109.954559
0,-257.005707,107,0,-147.261963
0,-390.454041,157,0,-328.128448
0,-521.384277,204,0,-565.237305
0,-633.832336,243,0,-811.517639
0,-698.731812,264,0,-970.251099
0,-774.873169,289,0,-1170.983276
0,-785.607544,292,0,-1200.509888
0,-822.045593,304,0,-1302.867188
0,-831.418335,307,0,-1329.735107
0,-842.933472,310,0,-1363.058228
0,-854.15686,314,0,-1395.820557
0,-859.391357,315,0,-1411.226196
0,-950.546326,343,0,-1689.677856
0,-987.155212,354,0,-1806.895386
0,-69.897942,31,0,-11.237936
0,-101.181969,44,0,-23.588417
0,-187.51857,79,0,-79.777679
0,-203.697006,86,0,-93.75843
0,-217.527054,91,0,-106.572189
0,-428.045349,171,0,-390.430634
0,-454.666779,181,0,-437.405151
0,-490.275299,193,0,-503.879181
0,-504.495453,198,0,-531.550354
0,-526.916138,206,0,-576.462524
0,-534.867126,209,0,-592.760071
0,-628.227356,241,0,-798.36731
0,-651.904358,249,0,-854.537292
0,-675.535889,257,0,-912.166321
0,-839.049866,309,0,-1351.782959
0,-850.384766,313,0,-1384.764893
0,-888.513184,324,0,-1498.057495
0,-920.012329,334,0,-1594.234253
0,-945.896545,342,0,-1674.996216
0,-967.228943,348,0,-1742.720947
0,-40.834099,18,0,-3.780504
0,-108.130775,47,0,-26.920031
0,-124.094917,53,0,-35.398499
0,-123.542511,53,0,-35.082764
0,-182.471252,77,0,-75.629639
0,-205.622742,86,0,-95.512337
0,-217.374893,91,0,-106.425949
0,-357.775482,145,0,-277.906555
0,-458.954315,182,0,-445.203857
0,-468.651978,186,0,-463.018829
0,-579.656738,224,0,-688.189209
0,-660.076355,252,0,-874.282776
0,-690.191895,262,0,-948.678955
0,-695.984985,263,0,-963.2995
0,-700.336304,265,0,-974.311157
0,-702.874207,266,0,-980.759766
0,-789.841187,294,0,-1212.214966
0,-840.760742,310,0,-1356.731689
0,-844.184326,311,0,-1366.680664
0,-950.295349,343,0,-1688.882446
0,-92.025864,40,0,-19.525633
0,-128.420959,55,0,-37.878876
0,-149.858215,64,0,-51.371441
0,-170.919556,73,0,-66.513344
0,-239.915848,100,0,-128.902512
0,-357.748596,145,0,-277.866699
0,-434.66748,173,0,-401.906799
0,-444.324493,177,0,-418.881683
0,-564.110596,219,0,-654.380371
0,-619.238831,238,0,-777.460022
0,-644.510864,246,0,-836.838684
0,-714.219299,269,0,-1009.837646
0,-733.754761,276,0,-1060.671265
0,-737.326538,277,0,-1070.083008
0,-794.862183,295,0,-1226.192261
0,-823.341675,304,0,-1306.582153
0,-825.108521,305,0,-1311.624634
0,-841.610107,310,0,-1359.203125
0,-914.947998,332,0,-1578.623169
0,-958.406799,346,0,-1714.572876
