v1x,v1y,p1x,p1y,tick,p2x,p2y
736.290833,115.850967,0,0,19,153.723541,28.964211
674.697571,-331.922272,0,0,19,140.864059,-64.522362
26.13056,-917.368652,0,0,20,5.739521,-196.220444
-433.117126,74.536636,0,0,20,-95.13324,21.649414
19.919777,-73.228264,0,0,20,4.375336,-10.806827
9.950727,-8.261742,0,0,20,2.185656,3.462928
-97.219139,-821.547729,0,0,20,-21.353973,-175.173615
723.709961,-26.028719,0,0,20,158.961334,-0.439549
-127.339775,541.672729,0,0,20,-27.969906,124.254829
160.760147,-0.153447,0,0,20,35.310619,5.243898
736.290833,115.850967,0,0,20,161.724655,30.724003
674.697571,-331.922272,0,0,20,148.195862,-67.628426
26.13056,-917.368652,0,0,21,6.023161,-205.652603
-433.117126,74.536636,0,0,21,-99.834602,22.984106
19.919777,-73.228264,0,0,21,4.591559,-11.076081
9.950727,-8.261742,0,0,21,2.293668,3.898867
-97.219139,-821.547729,0,0,21,-22.40926,-183.565674
723.709961,-26.028719,0,0,21,166.817001,-0.196466
-127.339775,541.672729,0,0,21,-29.352142,130.660156
160.760147,-0.153447,0,0,21,37.055626,5.76785
736.290833,115.850967,0,0,21,169.716888,32.507149
674.697571,-331.922272,0,0,21,155.519516,-70.705734
26.13056,-917.368652,0,0,22,6.306486,-215.048981
-433.117126,74.536636,0,0,22,-104.530746,24.342623
19.919777,-73.228264,0,0,22,4.807543,-11.319728
9.950727,-8.261742,0,0,22,2.40156,4.35963
-97.219139,-821.547729,0,0,22,-23.463373,-191.923096
723.709961,-26.028719,0,0,22,174.66394,0.071656
-127.339775,541.672729,0,0,22,-30.732843,137.083664
160.760147,-0.153447,0,0,22,38.798695,6.316528
736.290833,115.850967,0,0,22,177.700241,34.313622
674.697571,-331.922272,0,0,22,162.835037,-73.754311
26.13056,-917.368652,0,0,23,6.589496,-224.409607
-433.117126,74.536636,0,0,23,-109.221672,25.724939
19.919777,-73.228264,0,0,23,5.023286,-11.537795
9.950727,-8.261742,0,0,23,2.509333,4.84519
-97.219139,-821.547729,0,0,23,-24.516315,-200.245926
723.709961,-26.028719,0,0,23,182.502167,0.364789
-127.339775,541.672729,0,0,23,-32.112011,143.525345
160.760147,-0.153447,0,0,23,40.539825,6.889906
736.290833,115.850967,0,0,23,185.674713,36.143394
674.697571,-331.922272,0,0,23,170.142426,-76.774193
26.13056,-917.368652,0,0,24,6.872191,-233.734528
-433.117126,74.536636,0,0,24,-113.907379,27.131029
19.919777,-73.228264,0,0,24,5.23879,-11.730311
9.950727,-8.261742,0,0,24,2.616985,5.355519
-97.219139,-821.547729,0,0,24,-25.568089,-208.534195
723.709961,-26.028719,0,0,24,190.33168,0.682904
-127.339775,541.672729,0,0,24,-33.489647,149.985184
160.760147,-0.153447,0,0,24,42.279022,7.487955
736.290833,115.850967,0,0,24,193.640335,37.996445
674.697571,-331.922272,0,0,24,177.441696,-79.765411
26.13056,-917.368652,0,0,25,7.154572,-243.023773
-433.117126,74.536636,0,0,25,-118.587883,28.560865
19.919777,-73.228264,0,0,25,5.454054,-11.897305
9.950727,-8.261742,0,0,25,2.724518,5.89059
-97.219139,-821.547729,0,0,25,-26.618692,-216.787949
723.709961,-26.028719,0,0,25,198.152496,1.025975
-127.339775,541.672729,0,0,25,-34.865749,156.46315
160.760147,-0.153447,0,0,25,44.016285,8.110648
736.290833,115.850967,0,0,25,201.597107,39.872746
674.697571,-331.922272,0,0,25,184.732849,-82.727997
26.13056,-917.368652,0,0,26,7.43664,-252.27739
-433.117126,74.536636,0,0,26,-123.263184,30.014421
19.919777,-73.228264,0,0,26,5.669079,-12.038805
9.950727,-8.261742,0,0,26,2.831932,6.450375
-97.219139,-821.547729,0,0,26,-27.668129,-225.007217
723.709961,-26.028719,0,0,26,205.964615,1.393973
-127.339775,541.672729,0,0,26,-36.240326,162.959229
160.760147,-0.153447,0,0,26,45.751617,8.757958
736.290833,115.850967,0,0,26,209.545029,41.77227
674.697571,-331.922272,0,0,26,192.0159,-85.661987
26.13056,-917.368652,0,0,27,7.718394,-261.495422
-433.117126,74.536636,0,0,27,-127.933296,31.491671
19.919777,-73.228264,0,0,27,5.883865,-12.154839
9.950727,-8.261742,0,0,27,2.939226,7.034846
-97.219139,-821.547729,0,0,27,-28.7164,-233.192047
723.709961,-26.028719,0,0,27,213.768066,1.786871
-127.339775,541.672729,0,0,27,-37.613373,169.473389
160.760147,-0.153447,0,0,27,47.485023,9.429858
736.290833,115.850967,0,0,27,217.484131,43.694992
674.697571,-331.922272,0,0,27,199.290863,-88.567406
26.13056,-917.368652,0,0,28,7.999835,-270.677887
-433.117126,74.536636,0,0,28,-132.598221,32.992588
19.919777,-73.228264,0,0,28,6.098413,-12.245435
9.950727,-8.261742,0,0,28,3.046401,7.643977
-97.219139,-821.547729,0,0,28,-29.763506,-241.342468
723.709961,-26.028719,0,0,28,221.562836,2.204642
-127.339775,541.672729,0,0,28,-38.984894,176.00563
160.760147,-0.153447,0,0,28,49.216503,10.12632
736.290833,115.850967,0,0,28,225.414398,45.640884
674.697571,-331.922272,0,0,28,206.557739,-91.44429
26.13056,-917.368652,0,0,29,8.280964,-279.82486
-433.117126,74.536636,0,0,29,-137.257965,34.517147
19.919777,-73.228264,0,0,29,6.312722,-12.310621
9.950727,-8.261742,0,0,29,3.153457,8.27774
-97.219139,-821.547729,0,0,29,-30.809448,-249.458527
723.709961,-26.028719,0,0,29,229.348953,2.647256
-127.339775,541.672729,0,0,29,-40.354893,182.555923
160.760147,-0.153447,0,0,29,50.94606,10.847317
736.290833,115.850967,0,0,29,233.335861,47.609924
674.697571,-331.922272,0,0,29,213.816544,-94.292664
26.13056,-917.368652,0,0,30,8.56178,-288.93634
-433.117126,74.536636,0,0,30,-141.912521,36.065319
19.919777,-73.228264,0,0,30,6.526793,-12.350427
9.950727,-8.261742,0,0,30,3.260394,8.936107
-97.219139,-821.547729,0,0,30,-31.854229,-257.540253
723.709961,-26.028719,0,0,30,237.126419,3.114688
-127.339775,541.672729,0,0,30,-41.72337,189.124237
160.760147,-0.153447,0,0,30,52.673695,11.592821
736.290833,115.850967,0,0,30,241.24852,49.602085
674.697571,-331.922272,0,0,30,221.067291,-97.112564
26.13056,-917.368652,0,0,31,8.842284,-298.01239
-433.117126,74.536636,0,0,31,-146.561905,37.637081
19.919777,-73.228264,0,0,31,6.740626,-12.36488
9.950727,-8.261742,0,0,31,3.367212,9.619051
-97.219139,-821.547729,0,0,31,-32.89785,-265.587708
723.709961,-26.028719,0,0,31,244.895233,3.606909
-127.339775,541.672729,0,0,31,-43.090324,195.710571
160.760147,-0.153447,0,0,31,54.39941,12.362805
736.290833,115.850967,0,0,31,249.15239,51.61734
674.697571,-331.922272,0,0,31,228.309982,-99.904022
26.13056,-917.368652,0,0,32,9.122477,-307.05307
-433.117126,74.536636,0,0,32,-151.206131,39.232403
19.919777,-73.228264,0,0,32,6.954222,-12.354008
9.950727,-8.261742,0,0,32,3.473912,10.326545
-97.219139,-821.547729,0,0,32,-33.940311,-273.600922
723.709961,-26.028719,0,0,32,252.655426,4.123891
-127.339775,541.672729,0,0,32,-44.455761,202.314896
160.760147,-0.153447,0,0,32,56.123207,13.157243
736.290833,115.850967,0,0,32,257.047485,53.655666
674.697571,-331.922272,0,0,32,235.544617,-102.667076
26.13056,-917.368652,0,0,33,9.402358,-316.05838
-433.117126,74.536636,0,0,33,-155.8452,40.851261
19.919777,-73.228264,0,0,33,7.16758,-12.31784
9.950727,-8.261742,0,0,33,3.580493,11.058561
-97.219139,-821.547729,0,0,33,-34.981613,-281.579895
723.709961,-26.028719,0,0,33,260.406982,4.665607
-127.339775,541.672729,0,0,33,-45.819679,208.93718
160.760147,-0.153447,0,0,33,57.845089,13.976107
736.290833,115.850967,0,0,33,264.933807,55.717037
674.697571,-331.922272,0,0,33,242.77121,-105.401749
26.13056,-917.368652,0,0,34,9.681928,-325.028381
-433.117126,74.536636,0,0,34,-160.479111,42.493629
19.919777,-73.228264,0,0,34,7.380701,-12.256403
9.950727,-8.261742,0,0,34,3.686955,11.815073
-97.219139,-821.547729,0,0,34,-36.021759,-289.524719
723.709961,-26.028719,0,0,34,268.149933,5.232031
-127.339775,541.672729,0,0,34,-47.182083,215.577423
160.760147,-0.153447,0,0,34,59.565056,14.819369
736.290833,115.850967,0,0,34,272.811371,57.801426
674.697571,-331.922272,0,0,34,249.989777,-108.108078
26.13056,-917.368652,0,0,35,9.961187,-333.963104
-433.117126,74.536636,0,0,35,-165.107864,44.159481
19.919777,-73.228264,0,0,35,7.593585,-12.169725
9.950727,-8.261742,0,0,35,3.793299,12.596053
-97.219139,-821.547729,0,0,35,-37.060749,-297.435394
723.709961,-26.028719,0,0,35,275.884277,5.823133
-127.339775,541.672729,0,0,35,-48.542973,222.235596
160.760147,-0.153447,0,0,35,61.283112,15.687003
736.290833,115.850967,0,0,35,280.680176,59.908806
674.697571,-331.922272,0,0,35,257.200317,-110.786087
26.13056,-917.368652,0,0,36,10.240136,-342.862579
-433.117126,74.536636,0,0,36,-169.731476,45.848793
19.919777,-73.228264,0,0,36,7.806233,-12.057836
9.950727,-8.261742,0,0,36,3.899526,13.401474
-97.219139,-821.547729,0,0,36,-38.098583,-305.311981
723.709961,-26.028719,0,0,36,283.610046,6.438888
-127.339775,541.672729,0,0,36,-49.902351,228.911682
160.760147,-0.153447,0,0,36,62.99926,16.578981
736.290833,115.850967,0,0,36,288.540222,62.039154
674.697571,-331.922272,0,0,36,264.402863,-113.435814
26.13056,-917.368652,0,0,37,10.518775,-351.726868
-433.117126,74.536636,0,0,37,-174.34996,47.561535
19.919777,-73.228264,0,0,37,8.018645,-11.920762
9.950727,-8.261742,0,0,37,4.005634,14.231309
-97.219139,-821.547729,0,0,37,-39.135265,-313.15451
723.709961,-26.028719,0,0,37,291.327209,7.079268
-127.339775,541.672729,0,0,37,-51.26022,235.605652
160.760147,-0.153447,0,0,37,64.713501,17.495277
736.290833,115.850967,0,0,37,296.391541,64.192444
674.697571,-331.922272,0,0,37,271.597412,-116.057289
26.13056,-917.368652,0,0,38,10.797105,-360.556
-433.117126,74.536636,0,0,38,-178.963303,49.297684
19.919777,-73.228264,0,0,38,8.230821,-11.758532
9.950727,-8.261742,0,0,38,4.111624,15.08553
-97.219139,-821.547729,0,0,38,-40.170795,-320.963013
723.709961,-26.028719,0,0,38,299.035797,7.744244
-127.339775,541.672729,0,0,38,-52.616577,242.31749
160.760147,-0.153447,0,0,38,66.425835,18.435863
736.290833,115.850967,0,0,38,304.234131,66.368652
674.697571,-331.922272,0,0,38,278.783966,-118.650543
26.13056,-917.368652,0,0,39,11.075126,-369.350006
-433.117126,74.536636,0,0,39,-183.571518,51.057209
19.919777,-73.228264,0,0,39,8.44276,-11.571173
9.950727,-8.261742,0,0,39,4.217497,15.964111
-97.219139,-821.547729,0,0,39,-41.205173,-328.737518
723.709961,-26.028719,0,0,39,306.73584,8.43379
-127.339775,541.672729,0,0,39,-53.971428,249.04718
160.760147,-0.153447,0,0,39,68.136269,19.400713
736.290833,115.850967,0,0,39,312.068024,68.567749
674.697571,-331.922272,0,0,39,285.962524,-121.215607
26.13056,-917.368652,0,0,40,11.352838,-378.108948
-433.117126,74.536636,0,0,40,-188.174622,52.840088
19.919777,-73.228264,0,0,40,8.654465,-11.358713
9.950727,-8.261742,0,0,40,4.323252,16.867025
-97.219139,-821.547729,0,0,40,-42.238403,-336.478088
723.709961,-26.028719,0,0,40,314.427307,9.147879
-127.339775,541.672729,0,0,40,-55.324776,255.794708
160.760147,-0.153447,0,0,40,69.844803,20.389799
736.290833,115.850967,0,0,40,319.893219,70.789711
674.697571,-331.922272,0,0,40,293.133118,-123.75251
26.13056,-917.368652,0,0,41,11.63024,-386.832855
-433.117126,74.536636,0,0,41,-192.772614,54.646297
19.919777,-73.228264,0,0,41,8.865933,-11.121181
9.950727,-8.261742,0,0,41,4.428889,17.794245
-97.219139,-821.547729,0,0,41,-43.270485,-344.184753
723.709961,-26.028719,0,0,41,322.110229,9.886482
-127.339775,541.672729,0,0,41,-56.67662,262.560059
160.760147,-0.153447,0,0,41,71.551437,21.403095
736.290833,115.850967,0,0,41,327.709717,73.034508
674.697571,-331.922272,0,0,41,300.295715,-126.261284
26.13056,-917.368652,0,0,42,11.907335,-395.521759
-433.117126,74.536636,0,0,42,-197.365494,56.475807
19.919777,-73.228264,0,0,42,9.077168,-10.858605
9.950727,-8.261742,0,0,42,4.534409,18.745743
-97.219139,-821.547729,0,0,42,-44.301418,-351.857544
723.709961,-26.028719,0,0,42,329.784637,10.649574
-127.339775,541.672729,0,0,42,-58.026962,269.343201
160.760147,-0.153447,0,0,42,73.25618,22.440575
736.290833,115.850967,0,0,42,335.517517,75.302124
674.697571,-331.922272,0,0,42,307.450378,-128.741959
26.13056,-917.368652,0,0,43,12.184122,-404.17569
-433.117126,74.536636,0,0,43,-201.953262,58.328594
19.919777,-73.228264,0,0,43,9.288167,-10.571012
9.950727,-8.261742,0,0,43,4.639811,19.721491
-97.219139,-821.547729,0,0,43,-45.331207,-359.49649
723.709961,-26.028719,0,0,43,337.4505,11.437127
-127.339775,541.672729,0,0,43,-59.375805,276.144104
160.760147,-0.153447,0,0,43,74.959023,23.502211
736.290833,115.850967,0,0,43,343.31665,77.592529
674.697571,-331.922272,0,0,43,314.597076,-131.19458
26.13056,-917.368652,0,0,44,12.460602,-412.794708
-433.117126,74.536636,0,0,44,-206.535934,60.204628
19.919777,-73.228264,0,0,44,9.498932,-10.258429
9.950727,-8.261742,0,0,44,4.745097,20.721464
-97.219139,-821.547729,0,0,44,-46.359852,-367.101654
723.709961,-26.028719,0,0,44,345.107849,12.249113
-127.339775,541.672729,0,0,44,-60.723148,282.962769
160.760147,-0.153447,0,0,44,76.659973,24.587975
736.290833,115.850967,0,0,44,351.107117,79.905693
674.697571,-331.922272,0,0,44,321.73584,-133.619156
26.13056,-917.368652,0,0,45,12.736773,-421.378815
-433.117126,74.536636,0,0,45,-211.113525,62.103886
19.919777,-73.228264,0,0,45,9.709463,-9.920885
9.950727,-8.261742,0,0,45,4.850265,21.745634
-97.219139,-821.547729,0,0,45,-47.387356,-374.673065
723.709961,-26.028719,0,0,45,352.756683,13.085505
-127.339775,541.672729,0,0,45,-62.068993,289.799164
160.760147,-0.153447,0,0,45,78.359039,25.697842
736.290833,115.850967,0,0,45,358.888916,82.2416
674.697571,-331.922272,0,0,45,328.866669,-136.015732
26.13056,-917.368652,0,0,46,13.012639,-429.928101
-433.117126,74.536636,0,0,46,-215.68602,64.026344
19.919777,-73.228264,0,0,46,9.91976,-9.558408
9.950727,-8.261742,0,0,46,4.955317,22.793976
-97.219139,-821.547729,0,0,46,-48.413715,-382.210754
723.709961,-26.028719,0,0,46,360.397034,13.946278
-127.339775,541.672729,0,0,46,-63.413342,296.653259
160.760147,-0.153447,0,0,46,80.056213,26.831783
736.290833,115.850967,0,0,46,366.662079,84.60022
674.697571,-331.922272,0,0,46,335.989563,-138.384338
26.13056,-917.368652,0,0,47,13.288198,-438.442566
-433.117126,74.536636,0,0,47,-220.253433,65.971977
19.919777,-73.228264,0,0,47,10.129823,-9.171024
9.950727,-8.261742,0,0,47,5.060252,23.866461
-97.219139,-821.547729,0,0,47,-49.438934,-389.714752
723.709961,-26.028719,0,0,47,368.0289,14.831402
-127.339775,541.672729,0,0,47,-64.756195,303.525055
160.760147,-0.153447,0,0,47,81.751503,27.989775
736.290833,115.850967,0,0,47,374.426605,86.981529
674.697571,-331.922272,0,0,47,343.104553,-140.725006
26.13056,-917.368652,0,0,48,13.56345,-446.922272
-433.117126,74.536636,0,0,48,-224.815781,67.940758
19.919777,-73.228264,0,0,48,10.339653,-8.758762
9.950727,-8.261742,0,0,48,5.16507,24.963062
-97.219139,-821.547729,0,0,48,-50.463017,-397.185089
723.709961,-26.028719,0,0,48,375.652283,15.740851
-127.339775,541.672729,0,0,48,-66.097557,310.41452
160.760147,-0.153447,0,0,48,83.444908,29.171787
736.290833,115.850967,0,0,48,382.182495,89.385498
674.697571,-331.922272,0,0,48,350.211639,-143.037766
26.13056,-917.368652,0,0,49,13.838397,-455.367249
-433.117126,74.536636,0,0,49,-229.373062,69.932655
19.919777,-73.228264,0,0,49,10.54925,-8.321651
9.950727,-8.261742,0,0,49,5.269772,26.083755
-97.219139,-821.547729,0,0,49,-51.485962,-404.621826
723.709961,-26.028719,0,0,49,383.267181,16.674599
-127.339775,541.672729,0,0,49,-67.437431,317.321625
160.760147,-0.153447,0,0,49,85.136436,30.377796
736.290833,115.850967,0,0,49,389.929779,91.812103
674.697571,-331.922272,0,0,49,357.310822,-145.322647
26.13056,-917.368652,0,0,50,14.113038,-463.777527
-433.117126,74.536636,0,0,50,-233.925278,71.947647
19.919777,-73.228264,0,0,50,10.758614,-7.859715
